,RSZYD17042756_A,RSZYD17042757_A,RSZYD17042759_A,RSZYD17042760_A,RSZYD17042761_A,RSZYD17042762_A,RSZYD17042763_A,RSZYD17042764_A,RSZYD17042765_A,RSZYD17042766_A,RSZYD17042767_A,RSZYD17042768_A,RSZYD17042769_A,RSZYD17042770_A,RSZYD17042771_A,RSZYD17042773_A,RSZYD17042774_A,RSZYD17042775_A,RSZYD17042776_A,RSZYD17042777_A,RSZYD17042778_A,RSZYD17042779_A,RSZYD17042780_A,RSZYD17042782_A,RSZYD17042783_A,RSZYD17042784_A,RSZYD17042785_A,RSZYD17042786_A,RSZYD17042789_A,RSZYD17042790_A,RSZYD17042792_A,RSZYD17042793_A,RSZYD17042795_A,RSZYD17042796_A,RSZYD17042797_A,RSZYD17042798_A,RSZYD17042799_A,RSZYD17042801_A,RSZYD17042803_A,RSZYD17042805_A,RSZYD17042809_A,RSZYD17042810_A,RSZYD17042811_A,RSZYD17042813_A,RSZYD17042816_A,RSZYD17042817_A,RSZYD17042818_A,RSZYD17042821_A,RSZYD17042822_A,RSZYD17050346_A
K00457,5.84681173816673e-07,1.90538862383209e-06,0,9.00106918888184e-06,2.00871188236763e-06,4.60234830324516e-06,5.49101787507411e-06,5.02013756995573e-07,1.15610386658148e-05,2.32461331483608e-06,3.40081532255264e-06,4.26786328260658e-06,1.90022628133593e-06,2.62676585110367e-06,4.5402329119856e-06,1.10301941827552e-06,1.21752437817752e-06,1.3759006001974e-06,6.39889022786978e-06,7.51625525770582e-07,2.64932373710621e-06,9.04826699818966e-07,4.42857315314848e-06,1.10473881745864e-06,7.38118068148226e-06,9.27247778383472e-07,1.99460188637424e-06,8.52277036180921e-07,2.29884149487052e-06,1.82749518788016e-07,3.58350679486347e-06,2.72866728452247e-06,1.02948467862828e-06,5.09715971702657e-07,1.43680742644722e-06,1.55864886126162e-06,1.24605962787503e-06,1.49977834895633e-06,2.74413717150621e-06,2.43048671806889e-07,3.31944879664539e-06,3.45274997086845e-07,2.75263830744708e-06,3.0379396738839e-06,1.02746339393934e-06,2.42976833923039e-06,7.62961801389118e-07,1.31199851895549e-06,1.681219119197e-06,2.7907641974176e-07
K00525,0.000295808819623985,0.000494007495096631,0.00036683901830148,0.00023197779402761,0.00022380528583555,0.00031777000988302,0.000281424395095539,0.000358568483681109,0.000284883319177481,0.000286306677986313,0.000261128964071016,0.000244209035415681,0.000228329596965099,0.000253125075723544,0.00032039753820676,0.000314404635496448,0.000343858644968681,0.000294739861005461,0.000299640692203155,0.000296961768152861,0.000236631892844292,0.000316832129459345,0.000285820821611312,0.000297133339557259,0.000315123511192113,0.000278768269908659,0.000297340947804098,0.000347258021237191,0.000565816529242386,0.000555425842377279,0.000299515346469199,0.000312138221061282,0.000309434941176064,0.000205848762789024,0.000285952880360041,0.000243693865659561,0.000300010936733332,0.000264218403711258,0.000389945680534733,0.000343774575990689,0.000220058009548239,0.000246862551256902,0.000571843563807279,0.000278118054387063,0.000243391617381918,0.000277348208348418,0.000268228674324224,0.000360654129100937,0.000284642913491727,0.000288042595709752
K00526,8.41212671616704e-05,0.000184130320293607,0.000130080968372582,6.74298421369557e-05,9.84802083068478e-05,0.000107617573704883,8.03493120848161e-05,0.00017990928343427,0.000101990712153721,9.33171305384383e-05,0.000116086179916648,3.9083990152579e-05,0.000159919919752433,0.000115431969465618,0.000103194726346665,0.000199556282653865,0.000136828600025584,0.000177088128858329,0.000109350380728568,0.000123526761439913,7.45819510132729e-05,9.47927216997331e-05,0.0001160895391811,0.000236683051221908,0.000305950477223012,0.000203740605289006,0.000185143917477622,0.000148264279896691,0.000126518173390586,0.00026494066872738,0.000109457312312089,0.000109728198647807,0.000185887682410588,5.02367224941522e-05,7.70025681790311e-05,8.47894249760715e-05,0.000136099269065841,0.0001768222897061,0.000106878859577573,0.000108134393194823,6.15216420262676e-05,0.000138535538990322,9.94675114696235e-05,9.01458342472995e-05,7.16967452176918e-05,8.118064703908e-05,0.000143334126584579,0.000128995593440214,0.000141256465206854,0.000117271556843522
K00527,0.000354173247603885,0.000587102116377419,0.000408113283235399,0.000475228150341278,0.000454601482210443,0.000456528850065064,0.000382233739580351,0.000666608778177192,0.00039509408922905,0.000473535642258977,0.000467806539948219,0.000389521062195418,0.000434298865073546,0.000494721922979874,0.000346537848773005,0.000370919224140797,0.000446326674917273,0.00035186271309857,0.000441025416588292,0.000384407193234631,0.000347837691153258,0.000356322461399972,0.000411515285737881,0.000364832847846953,0.000440436674082549,0.000348224851029097,0.000379143568452327,0.000424766855997518,0.000451225395687932,0.000381687860980459,0.000377601587524772,0.00038889776454735,0.000329570851867426,0.000463999921819245,0.000387971891674973,0.000397620213725929,0.000410487689924134,0.00038322319910447,0.000404538301547347,0.00038570978681711,0.000495476535415114,0.00047093811899569,0.000525874102848456,0.000355092721620313,0.000316681600146281,0.000310867815422933,0.000685552901831042,0.000399404609007768,0.000440721887452228,0.000371860614701689
K00536,1.01674784026561e-06,2.04253692244463e-06,1.98870432341565e-07,1.66142438977479e-06,1.77652864426367e-06,2.27113790490951e-06,7.71402153265632e-07,1.46054178702507e-06,2.63401097158905e-06,2.1120491627328e-06,6.14954095685053e-07,5.18176945946588e-07,4.01355853411396e-06,9.16256399600918e-07,2.46926106306172e-06,1.16428311674922e-06,2.9622411008478e-06,6.94447325522919e-07,1.09443337909884e-06,4.17652164533484e-07,1.23349520282633e-06,1.12326288126929e-06,1.6279321716891e-06,1.01715223076666e-06,4.94049788709339e-06,8.00202574625149e-07,1.01331498301958e-07,7.77256502958703e-07,7.12668403300792e-06,7.9128759241503e-07,7.02595816466129e-07,3.7138472614294e-07,4.28850339535648e-07,2.06951212011423e-06,1.01145352636065e-06,1.22108217851743e-06,5.53298081523857e-07,6.26232462042997e-07,5.51696143220924e-07,1.0826990418134e-07,3.37884567109953e-06,9.84985787872165e-08,9.13889898676499e-07,6.0390086930167e-07,1.19250852433483e-06,1.54226013598977e-06,1.17088900387438e-06,2.06418582271488e-06,1.82860575394747e-06,2.87012644437028e-07
K00548,0.000616213571853093,0.000578845558163415,0.000759874601397468,0.00054553303466984,0.000502677085538107,0.000632312779159026,0.000578607626452901,0.000535306815921245,0.000618608364967889,0.000556514703928441,0.000611426955518503,0.000638474140693651,0.000522177221172637,0.000551082834307153,0.000558245733560602,0.000557533227062881,0.000500594068195633,0.000600578957431297,0.000529607177050445,0.000559028997526265,0.000494523255923244,0.00057305943173704,0.000493080708036181,0.000802772171626297,0.000308137170693875,0.000591740044192875,0.000593703902040631,0.00065727404267329,0.000489422613694821,0.000591748429554344,0.000578474631174059,0.000583728493693002,0.000577283409724764,0.000547124151126013,0.000502823917829072,0.000530817435607383,0.000592811543202463,0.000488015954511972,0.000559729172767073,0.000651277922622398,0.00052176649916611,0.000677572630767351,0.000515449862053363,0.000566581215884025,0.000548432528021594,0.000586533689473692,0.000587093540972069,0.000562913346145435,0.000570385993688608,0.000618515910094403
K00549,6.90120758467629e-05,0.000116418227656668,2.45257599901644e-05,0.000204585491482308,9.73120013293874e-05,9.62872709341622e-05,0.000145575217262082,5.76058791737483e-05,0.0001495731381934,0.0001050104414667,0.000155851515059362,9.37341047083588e-05,0.00032709615029248,0.000115463362428662,8.86264530775886e-05,0.000156514451018282,8.90150588914073e-05,0.000334706768725218,0.000119135242869604,0.000124507364069144,0.000109377870029301,0.0001034966228391,0.000137714929262231,0.000214824252141267,0.000219224670783425,0.000315303819569626,0.00026212705525317,9.78877912380194e-05,0.00023904067091976,8.576369915488e-05,0.000112912795771119,0.000112026272628231,0.000282479018023265,0.000169068781476748,9.99078070182046e-05,0.000149067647462696,0.000141387565562111,0.00027510578772025,0.000103015121215218,5.18876447232441e-05,0.00017180537391949,0.000145515487450179,0.000107906934374486,0.000137019473368144,9.38126088199873e-05,0.000145579222251626,0.000260540124849756,4.60543135907579e-05,0.000142133111291294,5.85308698135347e-05
K00551,1.16392008514554e-06,2.7378673268086e-06,6.26254998414912e-07,6.94067265929557e-06,4.89324117632013e-06,3.94307117058935e-06,2.43671407769764e-06,5.1828669497255e-07,1.32116486460013e-06,6.82991752176883e-06,3.22666287910206e-06,3.14831776108382e-07,6.31502540717056e-06,1.433915404505e-06,1.54260356414375e-06,1.45729143770516e-06,8.91797193822958e-06,3.1223224057807e-06,5.06478033273927e-06,1.35380189850914e-06,5.95079982390358e-06,3.3847272046429e-06,8.02397464056333e-06,1.10420505248304e-06,2.73763988003222e-07,2.00444986376006e-06,8.61789730071995e-07,1.01232780776609e-06,9.28693977308469e-06,3.69908566940683e-07,2.13414092471119e-06,1.53770638936836e-06,7.09913203085967e-07,2.74769117689665e-06,3.92256138290244e-06,1.81330162855363e-06,1.41942962297103e-06,1.38413224796146e-06,7.08737278960527e-07,6.11068777387106e-08,8.79977051620857e-06,7.69992557434095e-06,3.94452606109613e-06,2.41127306488604e-06,2.56115869506504e-06,1.45497411141262e-06,4.57107641991763e-06,3.56130039004177e-06,9.19902996922996e-06,1.8545919885815e-07
K00558,0.000378795655558987,0.000755252842385463,0.000450126233907866,0.000745616219337948,0.000738324038827956,0.000414899834144713,0.000589456369290911,0.000403345922830794,0.000792232919973498,0.000756950532800209,0.00077831230859339,0.000795084515351805,0.0010173469560477,0.000742575094602843,0.00038629708279614,0.000236766518845593,0.000831195288534711,0.00115608809402837,0.000595716453966884,0.000770044776701344,0.0005366786739946,0.000480844359681798,0.00075084899798882,0.00075094498809913,0.000329092151279245,0.00109542717609125,0.000846082519154243,0.000373846782617399,0.000709732834123434,0.000460150616612992,0.000555455864933287,0.000458459328862171,0.00021370791986523,0.000805326761176689,0.000567763029187187,0.000358822285520531,0.000874220942160969,0.000429264196747015,0.000445998884387439,0.00032210826018544,0.00098832296839257,0.000786997645478366,0.000316858110300817,0.000611423159367687,0.000520158391670467,0.000391549254448539,0.00080508099926946,0.000302668088786747,0.000589730266081723,0.000453480693669622
K00559,1.76253581450778e-07,0,0,6.73341735689341e-07,1.63772369019025e-07,0,0,5.85088174586908e-08,1.80372584103614e-06,7.21000747311775e-07,1.79484201693643e-06,0,0,4.48653597076191e-07,1.13676022179953e-07,1.11694689255461e-07,1.09276548895587e-07,2.0745912349318e-07,6.02583020490337e-08,5.82493976934953e-08,1.83039940603962e-07,5.74234902401074e-08,1.67715168959893e-07,0,3.50043526540873e-07,0,0,0,1.79375508486783e-06,1.15850485250654e-07,1.74526955263553e-07,1.66191780389425e-07,5.45067435080925e-08,1.06452132830466e-05,0,5.76988329429036e-08,0,1.15230887050046e-07,0,0,7.37174037428601e-07,5.48416995445308e-08,9.57669883749938e-07,1.68892503312546e-07,1.78815781682761e-07,6.0268553303186e-08,5.48046491154329e-08,2.30132853043568e-07,5.29626504464892e-08,0
K00560,0.000505843402006464,0.000445947060145801,0.000474377460182574,0.000401882313635313,0.00030247070679381,0.00032064554508278,0.000288880802431438,0.000296110276397177,0.00046004139923272,0.000350809712987983,0.000283978002954933,0.000506017846303336,0.000176962237261448,0.000189888043938993,0.000428920683632657,0.000116703540652834,0.000310820721325207,0.000178394466286657,0.00033606560189326,0.000212800215364698,0.000287720303392816,0.000323076515419433,0.000354751785925721,8.07714333058485e-05,0.000465112185978633,0.000100774555472159,0.000156807291563042,0.00029357672344118,0.000225079173971193,0.000297555838532407,0.00039193299304169,0.000379444666832125,0.000153605013253676,0.000334487160007907,0.000446609707869621,0.000418001488115534,0.000229285312920766,0.000152781833369705,0.000305916554932856,0.000352031065186263,0.000331137087043323,0.000187360672413887,0.000398013778310376,0.000318373517833552,0.00025747795636858,0.000424976134143285,0.000243973145807932,0.000247619625318931,0.000203391542764733,0.000424423601269656
K00568,4.54059785384708e-05,0.000135086753967826,9.97101993200924e-05,9.57624479521249e-05,7.86262145818915e-05,0.000101070609222239,0.000127571907402729,9.49645826356578e-05,0.000121772125627629,0.000122591664322374,0.000139008618929541,4.298591194648e-05,9.38645066916877e-05,6.4446224700719e-05,7.83310906863052e-05,3.26868603547005e-05,8.07091118928163e-05,4.91781976511331e-05,0.000110351408976152,5.7423833464025e-05,0.000116928686564869,7.60382257827483e-05,5.99989610294673e-05,1.87720954222149e-05,0.00016158830585541,0.000208081771948392,0.000199752613277912,0.000108926291628296,7.2168816594636e-05,0.000159850636187553,0.000115402028718083,0.000141260019217637,0.00019155422615471,7.13651124973564e-05,7.9744510674157e-05,0.000113465885503801,0.000156628519530062,0.000263498094749684,0.000123197718399921,0.000126677591073494,8.80854462409429e-05,3.32648112428034e-05,0.000169903334334903,0.000100191386106611,0.000146107309444863,8.41676873834298e-05,7.82303423946599e-05,0.000162291135747826,0.00022301830244825,0.000134603386432068
K00588,3.71995033044468e-06,1.1114817939534e-05,7.93155694782713e-06,3.1633346946489e-05,2.39866289742089e-05,3.73685746880748e-06,1.34727420181308e-05,2.60143132764609e-05,2.47505895607825e-05,1.46781904348095e-05,4.70180113737564e-06,8.39076661383824e-06,1.89450329497014e-05,2.22774993562181e-05,2.5277838185201e-05,1.53239150089751e-05,2.53998626345119e-05,2.87140829342979e-05,2.52151360707464e-05,7.66314508325475e-06,1.78103568063721e-05,1.49276175139956e-05,2.47564870325646e-05,3.37540710931504e-06,6.03604958496171e-05,1.19193165952409e-05,2.22044346769617e-06,1.96626128989015e-05,9.69145690396489e-06,2.78565173328521e-05,8.65866869095917e-06,1.33627737803146e-05,1.56375011821438e-05,1.05802408770218e-05,1.21359261286533e-05,1.54166719008586e-05,1.11016798710858e-05,1.54928538718694e-05,2.26443343732171e-05,1.65568646533885e-05,1.85612480400816e-05,2.16196242978649e-05,4.67127010484973e-06,1.94370411594847e-05,1.58207652258313e-05,4.41057377612916e-06,1.62511991750631e-05,7.42251790196202e-06,3.64094111655423e-05,9.69116455887582e-07
K00600,0.000254845158115192,0.000265678534535729,0.000252216194912771,0.000282218144577758,0.000265565390930811,0.000232865065707341,0.000213509522171202,0.000165741155193553,0.00023071542503526,0.000266347175777632,0.000260794773801009,0.000280191313806914,0.000273653887204812,0.000237731398077334,0.00024476692752279,0.000243969708315824,0.000270099577203255,0.000253123653880956,0.000228787175759036,0.000244276525204645,0.000208446803285872,0.000238987479993202,0.000240942675830399,0.000243757496992494,0.000186970970118874,0.000245043982236524,0.000254653207194693,0.000234534742905097,0.000258361437182069,0.000281687067250736,0.000188437356229302,0.000199575115883494,0.000206500883773904,0.000291429548571667,0.000232822565871544,0.000207216731880315,0.000277379411917787,0.000238731376786295,0.000192972739588914,0.000182612566411906,0.000286726596974287,0.000287065288663378,0.000198809720129053,0.000220410741797686,0.000203940155279027,0.000203567548635021,0.000292874091495255,0.000161843235142762,0.00028936100783541,0.000162415484388689
K00602,0.000418157458914875,0.000423114498322846,0.000424498417909203,0.00029494560071811,0.000372493537347328,0.000327580770141682,0.000285857577893624,0.000298346723355063,0.000289995929254452,0.000356794103144131,0.000272320299041022,0.00052049589454556,0.000540395164860789,0.000450124394569594,0.000346647474183383,0.000596503642071722,0.000316698420500861,0.00051954455713019,0.000284587288906258,0.000511616024601518,0.000279273822025642,0.000379749305240006,0.000272395737105719,0.000653914244655951,0.000253373958948483,0.000621991291820532,0.000657628163692693,0.000416019069874951,0.000350149693997999,0.000494690716273984,0.000281086253621888,0.000290235829659886,0.000543097296703648,0.000346234584107041,0.000334160950335091,0.000296029897011389,0.000539342647194584,0.000523057951297946,0.000282371409914953,0.000260829389199918,0.000333637713018283,0.000449516306268269,0.000252268471644383,0.000288466570379181,0.000311019541608013,0.000301574686821538,0.000399836469197528,0.000247058560878441,0.000468635277977502,0.000251757424288618
K00606,0.000198860881017454,0.000222733515596473,0.000165725787667009,0.00015750801616809,0.000159621557261735,0.000177237115409886,0.000189439164147803,0.000137284309281956,0.000148897606248535,0.000161541475066306,0.000166369729050133,0.000181827112051321,0.000202916659463878,0.000177188554185622,0.000177113078447587,0.00021753701192925,0.000173799060668931,0.000187558390514996,0.000168566666947211,0.000188154260266342,0.000177470783908168,0.000191766306350091,0.000155738647513623,0.000214457208298111,0.000158050447353785,0.000225173758618921,0.000258227787333493,0.000206040987630704,0.000162212195807618,0.000233264851976773,0.000144996259321484,0.00017733032223828,0.000192277713915929,0.000152846664613322,0.000177337147850716,0.000176983969722429,0.000202300581324667,0.000209717792793199,0.0001676565495962,0.00019863307536249,0.000142351070471261,0.000138746052547749,0.000159116618742388,0.000179317450795137,0.0001964826351929,0.000187867860364317,0.000161861583891957,0.000168581130019623,0.000149220823667172,0.000166100782755252
K00609,0.000207801002684296,0.000264453111351745,0.000256060181837907,0.000305739750014546,0.000240650828234383,0.000183123575237371,0.000229548398782369,0.000189826243089044,0.0003067494242068,0.000281898611105613,0.000317672636156385,0.000249495655937014,0.000309007597349352,0.000257625651378334,0.000229448357086317,0.000327655884888287,0.000252399490382386,0.000328158304687672,0.000217738916988364,0.000263883730227757,0.000201205496008936,0.000232608501059883,0.000247744855137975,0.000353701243423487,0.000213067421171951,0.000255721478588753,0.000277704488926515,0.000225830370242749,0.00025847018351547,0.000254209551389499,0.000226079810919211,0.000171212243658867,0.000289672980808211,0.000263950796186765,0.000220195151894906,0.000230149396217071,0.000323242908413367,0.000286774959504625,0.000200425883599265,0.000182430104148027,0.000285956197373267,0.000340414256144034,0.000171931628384,0.000214451364678212,0.000188100642026457,0.000179029400223401,0.000320822991680173,0.000139387524940741,0.000316333587990092,0.000160501778848522
K00610,0.000166588068654724,0.000199133024793203,0.000180120295900016,0.000186069422168956,0.000116710567850037,0.000143442255958927,0.000168372060026427,0.000141919152469051,0.000203994073057106,0.000158382964104036,0.000156815720481595,0.000206641730591026,0.000127555024337315,0.00011264160594433,0.00013929437213516,5.55462283508757e-05,0.000137404543538157,8.27986794694517e-05,0.00012081317473528,0.000110009146593324,0.000145155225864465,0.000160598418655772,0.000145857652769982,9.82686052653831e-05,0.000166471029158478,0.00011793087833517,0.000148341487872793,7.80895461137938e-05,0.000126235130025142,0.000208423577566778,0.000169755326267578,9.89166658494122e-05,4.16840825915817e-05,0.000164534931109077,0.000155173557082197,0.000165267067071724,0.000188987216944699,0.000186696745705902,0.000130463788972972,0.00015732396792319,0.000201137786096082,0.000116030420467609,0.000129910064093272,0.000154298404607129,0.000145323773992582,0.000168744892905579,0.000152281469971574,0.0001260154306896,0.000101505370753484,0.000153418589107857
K00611,8.76470048975904e-05,8.29785641376295e-05,0.000203608637286575,0.00023167319274445,0.000127560503359545,8.34522213517977e-05,9.69107137931326e-05,6.19223808385276e-05,0.000220577506379233,0.000160254677432067,0.000247070962726359,0.00015412827808606,0.000144899266239692,7.84917551211719e-05,8.83702060653392e-05,4.75593733746201e-05,0.000167375877174649,0.000102061476481634,0.000119839812565964,6.68378344979365e-05,0.000103158289286613,0.000116788069610627,0.000152838289211467,5.99985806764901e-05,0.000340902900203587,5.42090418687072e-05,5.89406271230838e-05,5.47007260642376e-05,0.000143857519432373,8.91244906852823e-05,0.000135075014288417,7.51851345808129e-05,4.07801032290375e-05,0.000166390664747077,8.09278275939798e-05,8.85507964264906e-05,7.19761263746873e-05,6.23985003685677e-05,7.18074432074101e-05,4.79105635486145e-05,0.000200482354071218,0.000181651310133265,0.000103494462479229,0.000126208343244924,6.85837176627432e-05,4.84637595997109e-05,0.000164100419006955,5.18742840648138e-05,0.000153867192315503,2.86483338377755e-05
K00613,0,4.07225199071617e-08,4.20484025828574e-08,0,0,4.13227012235705e-08,4.18139532460958e-08,0,1.26311255645703e-07,1.0885210651506e-06,0,0,2.33107957958558e-07,0,1.62055112559411e-07,0,0,4.90588328679335e-08,2.84886108640196e-07,0,0,4.10382534962024e-08,4.71024332939608e-07,0,3.62931938950739e-07,0,0,0,3.80213191721169e-08,0,1.65513871389887e-07,2.41260130278121e-07,3.95753749407161e-08,0,0,0,0,0,0,4.21206676841243e-08,0,7.83863035374708e-08,0,4.01285060089862e-08,0,0,1.68989719895499e-07,4.11945411442696e-08,0,0
K00615,0.000427840147169452,0.00040884558841266,0.000738521701591048,0.000786506162118692,0.000515291288338351,0.000510765410021874,0.000560042598814921,0.00053188459396742,0.000636856241189428,0.000578697042890132,0.000805055079303086,0.000668217418316299,0.000498109102286635,0.000391924274384652,0.000558754203565,0.00041569465027638,0.000534629711217488,0.000434694900938706,0.000578733828792344,0.000389402318376355,0.000502192627112476,0.000506900017813601,0.000536688067795821,0.000356765770929347,0.000489772790998297,0.000336440783632303,0.000369398054582467,0.000505971711287931,0.000476802337721747,0.000558084064216877,0.000554073312173802,0.000541795643029658,0.000386162919195014,0.000484255717242585,0.000463844454755864,0.000497337845241902,0.000425052503170846,0.000394492187476078,0.000510281368783496,0.000433710442003016,0.000635946142840787,0.000577354191979484,0.00048150121387219,0.000534630800692995,0.000348151128771334,0.000320304231519339,0.000601652342148428,0.000722776209256768,0.00050230437276024,0.000408565899552279
K00616,0.000110951515617076,0.000149053515950851,0.000168225720752713,0.000198862980905588,9.17518913292248e-05,0.000117171433900327,0.000190118321800222,0.000170127534617068,0.000162648426642895,0.000131738532243943,0.000223486439234892,0.000143520593576796,7.26679454255635e-05,6.47322311548057e-05,0.000178548618453306,7.57278744729584e-05,0.000134178558883083,6.96398637320339e-05,0.000136114882802256,7.5513844672481e-05,0.000172102380579718,0.000153103843134277,0.00015217833872844,3.03878024027699e-05,0.000246403719593768,5.93231710668784e-05,5.47321289228407e-05,0.000136813327962454,0.000112662977522205,0.000153117295588171,0.000169611450342666,0.000172344864372187,7.28410300405908e-05,0.00014055302445078,0.000147639411468407,0.00019249455951948,6.29953110119147e-05,6.51959816076803e-05,0.000181366601534088,0.000178594615024,0.000114633050517441,9.21554003245071e-05,0.000157457241733794,0.000188919575344819,0.000185583581321884,0.000223717566996986,0.000112280113567615,0.00017208727727933,6.24721815139193e-05,0.000157791563338162
K00619,1.7255522712678e-06,6.13424299347473e-06,1.78338816232606e-05,6.93049842542442e-06,8.87867208306063e-06,3.54139520985956e-06,2.15287594480416e-06,4.70458393241046e-06,8.12439363980505e-06,7.51537430173505e-06,2.24569144197837e-06,1.02803238745176e-05,8.10759887251962e-06,5.78694661880691e-07,3.90356282476626e-06,2.06588998135457e-06,1.21150741349099e-05,2.59608584496277e-06,6.34991675457704e-06,2.50138766755453e-06,3.30676974085791e-06,1.72868307983698e-06,5.04313245649782e-06,2.44384971968512e-06,7.22312038893864e-08,3.15251745820877e-06,7.7406770983537e-06,6.35994048768044e-06,1.53289806440176e-05,1.20811548271912e-05,4.90457912704545e-06,1.87412741412695e-06,9.21253039789039e-07,8.72724792434945e-06,6.66994302045349e-06,2.60175054473212e-06,2.19408091387803e-06,3.52938952947345e-07,4.10415577240024e-06,3.07280299486088e-06,8.10688232192287e-06,5.43590363422278e-06,4.77115203115129e-06,6.81693776979833e-07,4.28281592541127e-06,2.53674629815734e-06,3.10530776484638e-06,6.91717360778261e-06,7.82320956695829e-06,5.41019357751113e-06
K00620,3.97557398660457e-05,6.27819730728991e-05,0.000171360212464094,0.000166862792605508,7.56895228834769e-05,6.95853825876142e-05,6.46772076909018e-05,4.67907566521451e-05,0.000166917661639436,0.000111919305233065,0.000171351697439116,0.000117785477237141,0.000104497903161867,4.70353840053658e-05,5.6810526302846e-05,2.94666746526165e-05,0.000111061485908573,5.53649684572832e-05,9.42408228166047e-05,4.13026936738802e-05,7.10358101758732e-05,7.02834643489796e-05,9.83421559863135e-05,4.89244196692597e-05,3.02454379815524e-05,3.43292442773747e-05,3.03760282506506e-05,4.40722753889436e-05,0.000120390638560153,6.27017267135056e-05,9.85539340576621e-05,6.37041772818238e-05,2.24959392147602e-05,0.000137783152225898,5.82898534853746e-05,6.33562756746527e-05,4.82137281461068e-05,4.10479091749112e-05,5.86298774947995e-05,3.56760083891882e-05,0.000142314714246178,0.000135267386423822,8.04284822658319e-05,8.50790600850281e-05,4.73120448789081e-05,2.94863348046194e-05,0.000127372631462096,3.56289185229834e-05,8.04406423896033e-05,2.12703385150056e-05
K00625,0.000290630103658555,0.000335452634726594,0.000262378091744454,0.000259273442338602,0.00023007676167186,0.000255088534653843,0.000322840782765363,0.000272225220456179,0.000270410396260881,0.000244515571885681,0.000271399686690533,0.00029801395279973,0.000239303919781406,0.000229021931092668,0.00029483982715277,0.00026289400862533,0.000251489480747956,0.000242826331812148,0.000245220058918002,0.000256486142634752,0.000267319101379108,0.000240150809161466,0.000292685707705484,0.00027547061319732,0.000109750179021507,0.000261672710301833,0.000254267097702968,0.00025944589612047,0.000206547990482028,0.000326060418345754,0.000282500309128273,0.000246521040989903,0.000278787451359091,0.000226340435879055,0.000307378567802683,0.000301892347901986,0.000274498747265037,0.000292692176574676,0.000293614333891788,0.000245553291361115,0.000264048319207754,0.000294977544971638,0.000237515967913624,0.000328729647206383,0.000296481698331306,0.000435046834990976,0.000275866471481839,0.000235889875565116,0.00024667601641541,0.000276220228556204
K00626,4.23481182341482e-05,4.09267171109892e-05,8.99951271744314e-05,0.000115697085052294,5.20071339591626e-05,3.04093716978264e-05,3.58691638678837e-05,3.96827272811232e-05,0.000106800130630515,5.77696081234254e-05,0.000118869129672607,6.80224542095989e-05,7.81082576501876e-05,4.0410694513966e-05,5.97042641466244e-05,2.15229052074719e-05,7.48424463145833e-05,5.02554084148645e-05,5.30872444015562e-05,2.3417317500941e-05,4.23007113308131e-05,7.11515732268445e-05,7.27085889089823e-05,2.45606762962133e-05,0.000292903419784002,2.39845488609872e-05,3.98265332972918e-05,2.31807731615313e-05,8.40483324144903e-05,4.20992887017627e-05,5.79964810666299e-05,2.31312523870499e-05,2.22957418624046e-05,4.29421353114337e-05,5.90658418863502e-05,4.35330750333706e-05,5.4119392779437e-05,4.11824769460043e-05,3.745847211425e-05,2.50837097618475e-05,7.99055901417215e-05,6.36114448631531e-05,4.65808592172574e-05,4.94324801814261e-05,2.90072560243985e-05,2.97087277122009e-05,9.97316970748177e-05,4.00635633650605e-05,7.09547375526822e-05,2.45658405297057e-05
K00627,1.47712682882794e-05,2.24440860945672e-05,3.89384941627589e-05,5.93279226815098e-05,2.98454078830063e-05,7.3031425367919e-06,1.6164350343958e-05,2.08977120555764e-06,1.8262946962004e-05,2.93872352255817e-05,1.40340381734786e-05,7.72144749540719e-06,1.94728264638444e-05,1.00132303749777e-05,1.18928584246907e-05,4.5792389176051e-06,5.01304138461503e-05,1.13714527987647e-05,5.33885365025566e-05,1.35237469383745e-05,1.55568931021539e-05,1.62554335962957e-05,5.89617965093751e-05,5.4355130388897e-06,0.000112604500744158,1.02697024170632e-05,1.5257036791364e-05,9.51787617755955e-06,2.09179876081606e-05,3.72272030770928e-06,7.72398629265717e-06,5.1679050865607e-06,4.00267552961793e-06,3.38905493907889e-06,6.11098189382726e-06,9.55742190932552e-06,8.33296627599323e-06,9.57169428255202e-06,4.11412857492602e-06,8.22374381007529e-06,5.7194409368436e-05,1.69494456532073e-05,5.72592805297442e-06,9.40075502527784e-06,9.24033869447329e-06,1.38516125293902e-05,5.22462057879079e-05,1.05986942117107e-05,3.72725395269188e-05,3.06581199806857e-06
